소분류,바코드,제품명,제조사,유통기한,소비기한-유통기한
김치,8801024945207,전라도 포기김치,대상(주)횡성공장,60,180.0
치즈,8801069406879,로젠하임 피자치즈 치즈명장 NU90C,건강한 사람들 주식회사,90,70.0
육류,8809269770073,양념돼지참맛구이,푸드스토아,15,180.0
햄,8809592830208,엄마표 안심훈제오리 400g,모아푸드 주식회사,45,7.0
우유,8801069413860,더 클래스 우유,남양유업 주식회사 천안신공장,15,45.0
김치,8809613520194,진미네 명품김치,농업회사법인(주)제이엠푸드2,180,180.0
육류,8809655840052,건하찌 한우곱창전골,(주)미르스타에프엔디,365,180.0
묵,8809542890153,이쁜이 곤약면,농업회사법인(유)아리랑식품,420,0.0
어묵,8809029034148,오뎅탕,삼진식품(주),720,3.0
소시지,8809626340024,후랑크소시지,농업회사법인 주식회사 에스엠푸드,30,7.0
김치,8801024955107,종가집 보쌈 무말랭이,대상(주)거창공장,60,180.0
우유,8801069186191,맛있는 우유 GT 고소한 저지방,남양유업(주) 경주공장,84,45.0
어묵,8801114118726,부산어묵,(주)남부식품,15,3.0
어묵,8801047511625,크랩 마스터,(주)동원F＆B,37,3.0
햄,8809708240112,닭가슴살 데리야끼,(주)아라푸드,15,7.0
육류,8809343350863,고기리 쭈&삼,(주)고향미트,15,180.0
김치,8809659540040,송오당 동치미,(주)송오당김치,180,180.0
육류,8809794710407,오돌이,(주)블랙피그,360,180.0
육류,8809706240015,돼지껍데기,재부푸드시스템,365,180.0
육류,8809247960298,리얼 치킨봉,(주)동해식품,360,180.0
햄,8809409701196,탄두리 닭가슴살,농업회사법인 하담푸드(주),40,7.0
어묵,8809541570551,사각어묵,(주)둥지식품,15,3.0
육류,8809234510024,양념돼지주물럭,주식회사 미트원,15,180.0
소시지,8803712126639,프라임 브런치부어스트,(주)농협목우촌,35,7.0
어묵,8809013470167,명성1호(냉동),(주)부산가덕도식품,720,3.0
육류,8801052060019,안주야 양념벌집껍데기,(주)숲풀림식품,365,180.0
육류,8809675660012,오름정춘천닭갈비,(주)봄내푸드,365,180.0
육류,8809759260107,불닭,주식회사 신우식품,360,180.0
육류,8809715300038,괴산고추닭발(매운맛),석호네푸드,270,180.0
소시지,8801052027647,청정원 참나무로 훈연한 비엔나,대상델리하임 주식회사,30,7.0
육류,8809521180060,다솔직화구이 순살닭갈비(맛있게매운맛),다솔푸드,360,180.0
육류,8809430222103,안창살양념구이,(주)케이프라이드,10,180.0
육류,8809269770493,양념닭갈비,푸드스토아,15,180.0
소시지,8809383601208,DANO닭가슴살소시지 후랑크맛,(주)미소담은,15,7.0
육류,8801066055261,매콤불막창,하성에프앤비,360,180.0
두부,8801114110300,찌개두부,주식회사 피피이씨의령,20,90.0
우유,8801121020036,유기농 우유 저지방 ORGANIC MILK LOW FAT,매일유업(주) 광주공장,112,45.0
소시지,8809335380045,부대찌개용소시지,(주)허스델리,40,7.0
묵,8809239150041,산들해 도토리묵팩,신정식품,12,0.0
육류,8809706580012,양고기 스튜,할랄푸드스,1095,180.0
우유,8809585840047,바른 유기농 우유 저지방,농업회사법인 보령우유(주),9,45.0
햄,8801961015995,오리바베큐 슬라이스,농업회사법인 (주)사조원 나주공장,40,7.0
햄,8809389595464,촉촉한U황닭가슴살 탄두리맛,(주) 오성푸드,360,7.0
육류,8809760390022,찌피 냉동,핫스타WF1,270,180.0
김치,8809574672123,덜매운 어린이 포기김치,(주)아워홈,30,180.0
두부,8809624070008,서천두부,명가식품,15,90.0
육류,8809390540439,매콤불고기,(주)풍산푸드시스템,360,180.0
육류,8809724720100,양만이 참숯직화 돼지불고기,(유)호식식품,360,180.0
육류,8809645660523,더 맛있는 양념 소불고기,쉐프파트너(주),10,180.0
햄,8809437070431,론조,프랑스구르메(주),180,7.0
치즈,8809316150827,모짜렐라보코치니,(주)본델,270,70.0
소시지,8809551480086,닭가슴살소시지 깻잎맛,(주)진한에프에스 데이원지점,360,7.0
육류,8809031029798,올계 유기농 간장닭갈비,주식회사 올계 농업회사법인,7,180.0
육류,8809613240009,조선양념돼지갈비,(주)조선돼지갈비,365,180.0
어묵,8803404002685,치즈어묵바,(주)효성어묵,50,3.0
김치,8801052067681,오래오래 맛있는 총각김치,대상(주)횡성공장,45,180.0
햄,8809301684979,이탈리안 생햄,(주)선인,180,7.0
육류,8809452090612,광양 돌가마 소곱창 전골,다미설,365,180.0
육류,8809248071207,오리 주물럭,(주)대신푸드글로벌,15,180.0
어묵,8803404002586,수제 야채바,(주)효성어묵,12,3.0
육류,8809613240429,명성매콤닭갈비,(주)조선돼지갈비,365,180.0
어묵,8809694780227,꼬치어묵탕,곰살어묵,360,3.0
김치,195313000066,BONGHWA HANBANG DONGCHIMI,봉화청량산김치 농업회사법인(주),180,180.0
육류,8809415630343,양념 돼지주물럭,(주)한쿡푸드,10,180.0
육류,8809440360598,불닭덮밥용,주식회사 엔지엠,60,180.0
육류,8809430223230,강원도돼지간장불고기,(주)케이프라이드,10,180.0
소시지,8801066056398,캠프&하우스 한입그릴비엔나,(주)사조대림,35,7.0
햄,8809592830109,황칠황금덕,모아푸드 주식회사,45,7.0
소시지,8809694500191,할랄네즈나야소시지,주식회사 코리아바라카텁,90,7.0
김치,8809421947749,김치세끼 배추김치,(주)아워홈,30,180.0
두부,8801114151419,몽글몽글 옛 순두부,(주)우천식품,15,90.0
소시지,8809728010009,우유소시지(MOLOCHNIE SOSISKI),주식회사 로얄푸드,90,7.0
소시지,8809266649532,청양고추소시지,(주)에스앤비푸드 농업회사법인,45,7.0
육류,8809369050068,양념구이,(주)미앤미,10,180.0
묵,8809225040356,참동부묵,도헌식품,12,0.0
베이컨,8801047574606,동원 캠핑&통그릴 두툼베이컨,(주)동원F&B,30,0.0
김치,8801114149850,들기름 볶음김치,피피이씨글로벌김치 주식회사,90,180.0
육류,8809623250005,양념오리불고기,송연오리,10,180.0
두부,8802020334217,파주장단콩 순두부,소이빈네이처제2공장,20,90.0
치즈,8801069187747,로젠하임 피자치즈 NU100,건강한 사람들 주식회사,90,70.0
