제품명,바코드,유통기한,소분류,제조사
대감댁 머릿고기 수육,8809037249930.0,60,육류,한양제너럴푸드
특제육수 조선호텔 맛김치,8805588000310.0,28,김치,(주)조선호텔앤리조트김치
하림통살 살코기 닭가슴살,8801492364432.0,730,육류,하이푸드
진주 줄줄이비엔나 오리지널,8801077692103.0,35,소시지,(주)진주햄
WA fresh 오리훈제 슬라이스,8809180491477.0,40,햄,(주)덕스 농업회사법인
제주청정우무채,8809507890075.0,90,묵,일품두부
소양강맑은맛김치,8809467260048.0,180,김치,윤서식품
갈릭훈제닭가슴살,8809474800169.0,30,햄,주식회사 코아
정안정 매운돼지갈비찜,8809708190004.0,15,육류,정푸드
얌얌곤약,8809026501483.0,180,묵,(주)한미식품
킹치즈 모짜렐라 100,8809360902458.0,90,치즈,(주)킹스코
한입쏙쏙 비엔나,8801123309771.0,30,소시지,롯데제과(주)
줄줄이비엔나 그릴,8801077692301.0,35,소시지,(주)진주햄
간장양념돼지불고기,8809228801114.0,7,육류,주식회사 선농생활
마라 찹스테이크용 양고기(램숄더랙),8809696560117.0,360,육류,(주)한용에프에스
평(냉동),8803404002036.0,720,어묵,(주)효성어묵
돼지껍데기(매운맛),8809535940537.0,360,육류,농업회사법인 주식회사 제이원푸드
산도토리건조묵,8804327140058.0,365,묵,월산식품
제주 풀먹은우유 무항생제,8809425902072.0,14,우유,농업회사법인 주식회사 다인유업
내몸닭 매콤 아몬드 닭가슴살 소시지,8809430220833.0,270,소시지,(주)케이프라이드
서라벌 화끈한양념막창,8809337220462.0,360,육류,(주)서라벌푸드
수제모둠소시지,8809090817930.0,10,소시지,(주)미트벨리
포두부(진공),8809554990025.0,90,두부,농가식품
돼지왕갈비,8809389381074.0,0,육류,애플푸드
김치,8801766120733.0,1095,김치,(주)삼진 지.에프
맛김치,8809718640049.0,90,김치,농업회사법인 맘푸드(주)
열무김치 톡톡,8801114145098.0,60,김치,피피이씨글로벌김치 주식회사
몬스터크랩,8801074003711.0,40,어묵,한성식품
게맛살,8801066513112.0,25,어묵,(주)사조대림
상하치즈 스트링치즈 플레인,8801121757215.0,100,치즈,매일유업(주)상하공장
닭갈비,8809535940377.0,360,육류,농업회사법인 주식회사 제이원푸드
한라담 제육불고기,8809777610113.0,365,육류,주식회사 디딤
한돈 쪽갈비,8809536621350.0,45,육류,주식회사 마더푸드
굽네 닭가슴살 그릴후랑크 마늘,8809570010080.0,40,소시지,(주)에스피씨삼립 서천공장
정성이 가득한 고소한두부,8802020334125.0,20,두부,소이빈네이처제2공장
까몽보코치니프로즌,8809316150742.0,270,치즈,(주)본델
미니오떡,8809585200346.0,360,어묵,(주)우리원식품
파닭꼬치,8809665310651.0,365,육류,(주)비젼식품
60두부,8809673240025.0,30,두부,소이미푸드(주)
국산콩 투컵두부 찌개용,8801114101780.0,25,두부,풀무원식품(주)
해사미,8809190139031.0,180,묵,(주)해미푸드
명가 돼지주물럭,8809610590008.0,15,육류,형제축산푸드 주식회사
더 맛있는 베이컨,8809418487890.0,90,베이컨,(주)미토리
PICAKKO 화끈함에 빠진 춘천닭갈비,8809749840012.0,360,육류,주식회사 순수
직화연탄불고기,8809601610227.0,270,육류,한솔식품
쉐프원 부드럽게 녹는 코트니 치즈,8801052026466.0,60,치즈,(주)킹스코
돌산갓 김치,8809388490470.0,30,김치,남도맛김치
땡스맘 치킨 가라아게,8809179820028.0,365,육류,(주)금화
푸드담보쌈,8809355080291.0,45,베이컨,(주)토담
안심불고기맛소시지,8809228683475.0,30,소시지,(주)이목원
돼지양념목살,8809404410499.0,360,육류,주식회사 프레쥬퀸
정통 등심햄,8801123508129.0,80,햄,롯데제과(주) 김천공장
CHOICE L MOZZARELLA PIZZA CHEESE 담백하고 고소한 모짜렐라 피자치즈,8801115223184.0,90,치즈,서울우유거창공장
맵단쪽갈비,8809252520692.0,360,육류,(주)청담원
장원왕족발,8809348840062.0,60,육류,(주)삼우푸드
하림 닭가슴살 훈제,8801492373076.0,40,햄,(주)하림
명일품 오리주물럭,8809248071580.0,15,육류,(주)대신푸드글로벌
돼지막창,8809698180047.0,360,육류,주식회사 대건에프앤씨
청매촌 가마솥 순두부,8809659580077.0,3,두부,대산영농회
야식지존 직화 매운 무뼈닭발(순하게매운맛),8809521180534.0,360,육류,다솔푸드
다솔 떡&양념무뼈닭발(순하게매운맛),8809521180428.0,360,육류,다솔푸드
모짜렐라치즈 슬라이스,8809338740341.0,90,치즈,(주)장안유업
직화 불 막창,8809419950782.0,365,육류,하성에프앤비
미네랄돼지양념왕구이,8809693830060.0,360,육류,푸드올 주식회사
베이컨,8801123510337.0,25,베이컨,롯데제과(주) 김천공장
남도묵힌김치,8802052000340.0,1080,김치,한국농협김치조합공동사업법인 전남지사
양념소특양구이,8809218463971.0,365,육류,(주)숲풀림식품
수비드닭볶음탕(매운맛),8809778750023.0,30,육류,주식회사 세원에프에스
연탄불 닭목살구이 데리야끼맛,8809683530130.0,365,육류,원더팩토리
춘천식닭갈비,8809430222219.0,10,육류,(주)케이프라이드
아삭 맛김치,8809421942164.0,60,김치,(주)아워홈
들하늘유기농두부,8809446520583.0,15,두부,농업회사법인 유기농비건(주)
리얼 크랩스,8801047511915.0,37,어묵,(주)동원F＆B
OK피자치즈,8809229425296.0,90,치즈,주식회사 에스알인터내셔널
돼지 왕구이,8809589780615.0,360,육류,(주)농부
직화쏘~옥닭발,8809563420728.0,360,육류,농업회사법인(주)대광
준휘네 뚱이 직화 뼈닭발,8809521180268.0,360,육류,다솔푸드
왕 닭다리,8809677410127.0,10,육류,(주)프랜푸드
슬로우 밀크 SLOW MILK,8801121759776.0,15,우유,매일유업(주)상하공장
대패삼겹새우말이,8809496550257.0,360,육류,주식회사 디에스에프앤비
닭떡꼬치,8809408252217.0,214,육류,(주)마루종합식품
불맛나는 직화불곱창,8809220379949.0,80,육류,(주)푸르샨식품 제2공장
구운통뼈닭발,8809419950720.0,360,육류,하성에프앤비
비비고 갓김치,8801007713373.0,30,김치,한국농협김치조합공동사업법인 파주지사
부산어묵,8809265024026.0,720,어묵,(주)늘푸른바다
국산 열무김치,8809334526550.0,90,김치,농업회사법인주식회사담채원
소양강맑은김치,8809467260017.0,180,김치,윤서식품
부채살 스테이크,8809383600980.0,12,육류,(주)미소담은
컨츄리 돈삼겹 훈제 슬라이스,8809180490845.0,40,햄,(주)덕스 농업회사법인
무말랭이 김치,8809355360041.0,120,김치,(주)정우식품
팜프레시 잠봉,8809629908191.0,70,햄,팜프레시 팩토리
양념돼지왕구이,8809625430054.0,10,육류,농업회사법인 (주)미트홈
한우불고기,8809557430542.0,360,육류,이수한우 영농조합법인
화덕돈불고기,8809440360659.0,60,육류,주식회사 엔지엠
캠핑후랑크치즈,8801007688152.0,41,소시지,씨제이제일제당(주)
진경 열무김치(고급형),8809462040461.0,60,김치,주식회사모산F/S
춘천참닭갈비(매운맛),8809560160016.0,7,육류,협동조합 참닭갈비
옳은 유기농 우유,8801069403410.0,98,우유,남양유업(주) 경주공장
미니족발,8809343350856.0,60,육류,(주)삼우푸드
세르웨라트 소고기 소시지 (Servelat Beef Sausage),8809655760183.0,90,소시지,(주)라자트푸드 대구동구지점
담백고소닭가슴살소시지,8809383600584.0,15,소시지,(주)미소담은
달밤포차 오븐막창,8809464630202.0,360,육류,(주)참푸드팜경산지점
슈레드모짜렐라,8801115613565.0,90,치즈,서울우유거창공장
체다치즈,8809316150476.0,90,치즈,(주)본델
OK COOK 피자치즈,8801155748470.0,90,치즈,(주)동원에프앤비 강진공장
특제육수 조선호텔 맛김치,8805588000419.0,28,김치,(주)조선호텔앤리조트김치
크라콥스카야 소고기 소시지 (Krakovskaya Beef Sausage),8809655760176.0,90,소시지,(주)라자트푸드 대구동구지점
얼음골두부,8809780560009.0,10,두부,(주)그린식품
수가비콩떠먹는순두부,8809510520105.0,7,두부,수가비식품
곤약,8809026501995.0,180,묵,(주)한미식품
생명물두부 국산콩 순두부,8809358460106.0,15,두부,신앙촌소비조합주식회사
총각김치,8809718640100.0,90,김치,농업회사법인 맘푸드(주)
1957 데이밀크,8801069415437.0,84,우유,남양유업(주) 경주공장
곤약 잔치국수,8809190132193.0,180,묵,(주)해미푸드
훈제치킨모듬세트,8809037249589.0,60,햄,한양제너럴푸드
직화불곱창,8809732340178.0,360,육류,(주)달구지푸드
닭가슴살소시지 숯불갈비맛,8809335380137.0,40,소시지,(주)허스델리
Largo Kitchen Stir Fried Chicken Gizzard With Butter,8809381671210.0,60,육류,성신식품
밤이 되면 곤약 매운 까르보나라맛,8809495072989.0,180,묵,농업회사법인(유)아리랑식품
진경 열무물김치(고급형),8809462040485.0,60,김치,주식회사모산F/S
백미당 유기농 네모우유,8801069411583.0,84,우유,남양유업 주식회사 천안공장
동원 바다살 김밥어묵,8801047534174.0,15,어묵,(주)동원F＆B
한돈 토마호크 스테이크,8809696560315.0,360,육류,주식회사 네이처파머
남양 맛있는 우유 GT,8801069173825.0,84,우유,남양유업 주식회사 천안공장
모짜렐라 반반 어묵핫도그(꼬시래기),8809790540039.0,360,어묵,탑 코퍼레이션
순한송이불닭발,8809488150120.0,360,육류,(주)원앙에프엔비
차슈 돈까스,8809494400264.0,30,육류,대한푸드
소양강맑은김치,8809467260000.0,180,김치,윤서식품
편안한 콩두부,8809783450017.0,15,두부,제천쌍용식품
김해축협 한우언양식양념불고기,8809090818333.0,10,육류,(주)미트벨리
바사삭순살치킨,8809251333569.0,270,육류,(주)마니커에프앤지(F&G)
진맛고 양념 매콤 불닭발,8809654880097.0,10,육류,(주)세연미트
초심으로 만드는 찜닭,8809601360023.0,10,육류,(주)초심푸드
돼지고추장불고기,8809269770127.0,15,육류,푸드스토아
0.8 프리미엄  배추김치,8809505850316.0,180,김치,대원푸드 농업회사법인 주식회사
국대오리 궁중 오리 바베큐,8809248071634.0,45,햄,(주)대신푸드글로벌
로스트 치킨봉,8809247960205.0,360,육류,(주)동해식품
소아롱사태수육,8809440360680.0,30,육류,주식회사 엔지엠
불곱창구이,8809766750042.0,360,육류,(주)대성축산
염지절단육,8809700940003.0,10,육류,주식회사 성화식품
참나무훈제닭다리,8809148794640.0,45,햄,(주)케이지프레시
양지말 양념 삼겹살,8809722750017.0,2,육류,양지말화로구이식품
포기김치,8809574671621.0,60,김치,(주)아워홈
닭봉간장조림,8809661880677.0,7,육류,에스엔식품
돈트리 수제소스 고추장돼지불고기,8809626210099.0,360,육류,주식회사 피그빌
열우물 삼채동치미,8809400550274.0,180,김치,농업회사법인 이정 주식회사
시원한열무김치,8801052041964.0,30,김치,대상(주)횡성공장
곤약이면 보리우동,8809560090443.0,180,묵,농업회사법인(유)아리랑식품
인생닭 소스담은 닭가슴살 양념치킨맛,8809472990404.0,30,육류,농업회사법인 주식회사 미소가
순미락 두부,8809621090207.0,14,두부,엠마우스일터
곱창파는청년들 소곱창,8809729950137.0,360,육류,(주)청정
달밤포차 마늘소곱창,8809464630141.0,360,육류,(주)참푸드팜경산지점
돈내장(냉동),8809582320191.0,360,육류,주식회사 금호비앤디
부산어묵 알뜰사각,8809610130242.0,15,어묵,(주)보람식품
비비고 파김치,8801007686332.0,30,김치,한국농협김치조합공동사업법인 파주지사
양념돈육왕구이,8809625430023.0,10,육류,농업회사법인 (주)미트홈
더갈비 양념 돼지갈비(냉동),8809798830002.0,365,육류,유한회사 더원에프엔씨
대림선 부산어묵 얇은사각,8801066150836.0,13,어묵,(주)사조대림
세종 밤묵 말랭이,8809449170662.0,360,묵,(농) 솔티마을(주)
닭염통꼬치,8809408251739.0,214,육류,(주)마루종합식품
마더시즈닝 프렌치랙,8809536621299.0,45,육류,주식회사 마더푸드
KETO 방탄 삼겹살 구이,8809708720256.0,360,육류,태민푸드
몬스터크랩레그,8801074004718.0,40,어묵,한성식품
사계절손맛갓김치,8809650020275.0,90,김치,농공상직거래협동조합
직화 불 곱창,8809419950799.0,365,육류,하성에프앤비
대용량 모둠어묵 1.5kg,8803404003354.0,720,어묵,(주)효성어묵
직화불곱창,8809563420247.0,360,육류,농업회사법인(주)대광
흰여울 한돈 목살주물럭,8809360450607.0,20,육류,흰여울푸드(주)
이순주 수제 스트링치즈,8809563270095.0,20,치즈,청신목장
훈제오리 바베큐 슬라이스,8809389820214.0,45,햄,영농조합법인 비엔푸드
대니쉬 The 건강한 우유,8801155974046.0,16,우유,(주)동원F&B(에프앤비) 정읍공장
콩이 고소한 두부,8807571000406.0,15,두부,(주)푸름원
봉평메밀묵,8809009551450.0,9,묵,봉평메밀F&B영농조합법인
할매닭발 직화통닭발,8809563420384.0,360,육류,농업회사법인(주)대광
버팔로봉,8803103001538.0,360,육류,주식회사 상도푸드 농업회사법인
아침햇살 검은깨두부,8809338150034.0,12,두부,(주)늘푸른초원
제육볶음,8809269770660.0,15,육류,푸드스토아
농협아름찬포기김치,8801448303898.0,60,김치,서안동농협풍산김치공장
고추장닭불고기,8809148794534.0,40,육류,(주)케이지프레시
양념소LA갈비,8809252520593.0,15,육류,(주)청담원
0.8 프리미엄 총각김치,8809505850224.0,180,김치,대원푸드 농업회사법인 주식회사
천연 닭가슴살,8809691590218.0,30,햄,나주목사골 영농조합법인
쌀어묵,8809610130112.0,15,어묵,(주)보람식품
너른골 미니족발,8809185829312.0,40,햄,주식회사 달솔
볶음김치,8809021698744.0,1080,김치,(주)보성일억조코리아 괴산공장
요리하다 요리용맛살,8801066056565.0,40,어묵,(주)사조오양금산공장
양념 돼지 주물럭,8809453940237.0,10,육류,대서푸드
닭갈비,8809653780374.0,360,육류,농업회사법인 주식회사 대세
삼겹수육,8809396131334.0,365,육류,주식회사 달구벌명가식품
우유창고 유기농 저지방 우유,8809585840238.0,9,우유,농업회사법인 보령우유(주)
양념근위,8809677410189.0,10,육류,(주)프랜푸드
오쿡닭가슴살 마늘맛,8809303040049.0,60,햄,(주)허스델리
유별난 아빠 愛 풍미가득 체다치즈,8809643910002.0,365,치즈,가족사랑 유가공 영농조합법인
참프레 춘천식닭갈비 매운맛,8809385946840.0,10,육류,(주)참프레
프럼팜왕족발,8809680780019.0,40,햄,(주)프럼팜
롯데호텔돌산갓김치,8803601832214.0,45,김치,(주)한성식품서산지점
그릴후랑크,8801007832388.0,30,소시지,씨제이제일제당(주)
부산어묵,8809025431934.0,11,어묵,(주)부산해정식품
어깨동무 알찬콩 순두부,8802015112097.0,15,두부,(주)오성식품
달구벌 소금구이 소곱창,8809396131211.0,365,육류,주식회사 달구벌명가식품
강원도춘천식닭갈비,8809430223308.0,10,육류,(주)케이프라이드
유기농두부,8801024055197.0,20,두부,(주)오빌식품
비비큐직화불닭발,8809488150229.0,360,육류,(주)원앙에프엔비
골든치킨 윙,8804316000240.0,360,육류,(주)체리푸드
고소한 락토프리 저지방,8801069413457.0,84,우유,남양유업 주식회사 천안공장
삶은오리근위,8809720090047.0,90,육류,대성식품
수제어묵 치즈N,8809265021728.0,60,어묵,(주)늘푸른바다
직화구이 돼지막창,8809440360727.0,60,육류,주식회사 엔지엠
수비드간장순살,8809778750153.0,30,육류,주식회사 세원에프에스
임실 구워먹는 치즈,8803459005136.0,60,치즈,임실치즈농협 제2유가공공장
종가집묵은지맛김치,8801024052158.0,60,김치,대상(주)거창공장
주인옥 썰은 김치,8809549460090.0,365,김치,참자연마을 영농조합법인
오븐에구운삼겹살,8809494400066.0,30,육류,대한푸드
우리농 춘천 닭갈비 / 간장맛,8809569930016.0,7,육류,예맥푸드
더 맛있는 용현 손두부,8809552280036.0,15,두부,용현농협콩행복나눔
유황먹인 컨츄리덕 오리훈제 슬라이스,8809180491408.0,40,햄,(주)덕스 농업회사법인
바베큐치킨,8809365661008.0,360,육류,(주)야미식스
계육토막염지육,8809653270080.0,10,육류,농업회사법인 유선식품(주)
전통맛두부,8809702470102.0,15,두부,농업회사법인 유한회사 연봉두부
연보람 할루미치즈(구워먹는치즈),8809668450019.0,30,치즈,(주)연보람 우유
맛기픈오리바베큐,8809343350641.0,45,햄,나주목사골 영농조합법인
떡갈비어묵,8809029031864.0,13,어묵,삼진식품(주)
맛뜰건조소시지,8809164130156.0,180,소시지,(주)구스베
흑마늘로 숙성한 담백한 슬라이스 훈제삼겹,8809584640280.0,45,햄,(주)팜덕
천삼정 산삼 양념왕돼지구이,8809330088854.0,360,육류,(주)선한농장
수제양념오도독살,8809452090643.0,365,육류,다미설
서울우유 투썸플레이스 전용,8801115114666.0,12,우유,서울우유협동조합 용인공장
한돈쪽갈비 간장,8809536621381.0,45,육류,주식회사 마더푸드
갓김치,8809720970059.0,290,김치,주식회사쿡스탑앤푸드
미미슬림곤약면모밀,8809672710017.0,180,묵,주식회사 동양식품
놀라지마라닭가슴살,8809490230308.0,360,햄,농업회사법인(주)서동물산
한입 썰은백김치,8801007838557.0,40,김치,씨제이제일제당(주)진천 BLOSSOM CAMPUS 4동
산도토리건조묵,8804327140027.0,365,묵,월산식품
통살커리치킨,8809385947816.0,270,육류,(주)참프레
돼지등심훈제바베큐슬라이스,8809623440024.0,45,햄,우리유황오리 영농조합법인
맥스봉치즈후랑크,8801007712031.0,35,소시지,(주)소디프비앤에프
수제 고다 치즈,8809488883127.0,60,치즈,매일유업(주)상하공장
고추장삼겹두루치기,8809252520623.0,13,육류,(주)청담원
매운불족발,8809392690071.0,30,육류,(주)올댓미트
닭터꼬꼬 닭가슴살 스테이크오리지널,8809724720131.0,360,육류,(유)호식식품
간장돼지불고기,8809666410343.0,360,육류,주식회사 아시안푸드스타
곱창파는청년들 소금구이곱창,8809729950106.0,360,육류,태민푸드
파래면곤약,8802519313471.0,180,묵,주식회사 동양식품
The더건강한통삼겹스테이크갈릭바질,8801007715582.0,30,베이컨,씨제이제일제당(주)
양념 닭불고기,8809415630312.0,10,육류,(주)한쿡푸드
감성목장 그릴드치즈 어니언,8809623800057.0,30,치즈,감성유가공 (영)
피자치즈,8809524630098.0,90,치즈,(주)이스트밸리
대구진 훈제막창,8809428460166.0,360,육류,농업회사법인 주식회사 코리아식품
억수르 춘천 닭갈비,8809728850117.0,365,육류,주식회사 삼화푸드
모듬어묵,8809694780074.0,360,어묵,곰살어묵
더착한 머땀 오돌뼈,8809377821001.0,365,육류,(주)티아이지푸드
매운꼬치어묵,8809665551290.0,360,어묵,(주)아워홈
안심부산어묵 봉,8801242643367.0,13,어묵,씨제이 씨푸드 주식회사
무염훈제닭가슴살,8809365620432.0,360,햄,농업회사법인 청우푸드 주식회사
도도한 데리야끼곱창,8809697410084.0,360,육류,태민푸드
바먹수제연탄불고기,8809452090568.0,365,육류,다미설
대한곱창 소막창,8809719070135.0,360,육류,(주)범어푸드
오곡닭가슴살소시지,8809350311321.0,270,소시지,(주)햇살푸드시스템
0.8 프리미엄  배추김치,8809505850071.0,180,김치,대원푸드 농업회사법인 주식회사
네츄럴(I00),8809027820989.0,90,치즈,델리치푸드(주)
무항생제인증 슬로우밀크,8801121028735.0,180,우유,매일유업(주) 광주공장
리얼원 닭가슴살 소시지 마늘,8809354582246.0,40,소시지,농업회사법인 행복주식회사
돈갈비,8809653784501.0,10,육류,농업회사법인 주식회사 대세
깍두기,8809658510051.0,180,김치,농업회사법인양지원식품주식회사
총각김치,8809776970133.0,120,김치,명가식품
장각,8809571641047.0,730,육류,창안
소곱창,8809366356712.0,360,육류,(주)달구지푸드
모짜렐라자연치즈,8809316150384.0,90,치즈,(주)본델
양념튤립닭발,8809723980130.0,360,육류,불새
통뼈닭발,8809419950874.0,360,육류,하성에프앤비
바른어묵 얇은사각,8801047529200.0,15,어묵,(주)동원F＆B
고급수제어묵,8809107390180.0,360,어묵,대동식품
골든 후라이드치킨,8804316000929.0,360,육류,(주)체리푸드
치즈빵빵,8809265020646.0,60,어묵,(주)늘푸른바다
MB 김치맛그릴소시지,8809383600652.0,20,소시지,(주)미소담은
올계 유기농 닭볶음탕,8809031026469.0,7,육류,주식회사 올계 농업회사법인
더블링 콘크림치즈비엔나,8801077693506.0,30,소시지,(주)진주햄
오마뎅 치즈말이어묵,8809554260296.0,360,어묵,(주)부산세광식품
소대창양념구이,8809766750103.0,360,육류,(주)대성축산
제육볶음,8809365690138.0,360,육류,주식회사 인화티에프에스
도토리묵가루,8809678120018.0,730,묵,신성상사
글로벌간장닭갈비(냉장),8809625920197.0,10,육류,농업회사법인 글로벌푸드 주식회사
글로벌 뼈없는양념닭발(냉장),8809625920074.0,10,육류,농업회사법인 글로벌푸드 주식회사
스모크클레식브랏,8809430223322.0,360,소시지,(주)케이프라이드
파김치,8803847002167.0,90,김치,(주)나래식품
흑마늘미니족발,8809500060079.0,60,햄,농업회사법인 자연과농부(주)
비바크미니윈너,8801074258234.0,40,소시지,한성기업(주)김해공장
수제비어묵(냉동),8809541570698.0,360,어묵,(주)둥지식품
리코에프앤비,8809316150414.0,90,치즈,(주)본델
맛뜰안 매생이어묵,8809554260050.0,720,어묵,(주)맛뜰안식품
골든치킨 윙,8804316000172.0,360,육류,(주)체리푸드
빅어묵바,8801066055155.0,35,어묵,(주)사조대림
고뱌지야 할랄,8809683810270.0,90,소시지,주식회사 로얄푸드할랄
프라임 브런치부어스트,8803712126622.0,35,소시지,(주)농협목우촌
조선호텔 나박김치,8805588000600.0,60,김치,(주)조선호텔앤리조트김치
양념소불고기,8809269770547.0,15,육류,푸드스토아
몬스터크랩치즈,8801074004091.0,40,어묵,한성식품
피자탑 모짜렐라치즈,8801069413495.0,90,치즈,건강한 사람들 주식회사
닭가슴살소시지 청양고추,8809692340218.0,365,소시지,다인푸드시스템 주식회사
대니쉬 The 건강한 저지방우유,8801155811723.0,14,우유,(주)동원F&B(에프앤비) 정읍공장
당근부어스트,8809626340383.0,30,소시지,농업회사법인 주식회사 에스엠푸드
대구진 초벌막창,8809537140140.0,360,육류,농업회사법인 주식회사 코리아식품
불닭덮밥용,8809440360536.0,60,육류,주식회사 엔지엠
유황먹인 맛드림 오리훈제슬라이스,8809180490807.0,45,햄,(주)덕스 농업회사법인
직화구이 닭날개,8809521180183.0,360,육류,다솔푸드
굿밸런스밀크 1:4,8809375210166.0,15,우유,농업회사법인(주)설목장
본초강목 약콩두부,8809489090241.0,15,두부,주식회사 친환경식품 콩담터
대구진불오돌뼈,8809537140102.0,360,육류,농업회사법인 주식회사 제이원푸드
훈제 허브 닭다리,8809455360705.0,60,햄,(주) 오성푸드
양념불막창,8809516120149.0,360,육류,명선푸드
키즈 연두부,8801114139233.0,20,두부,풀무원식품(주)
훈제오리고추장양념,8809453940718.0,10,육류,대서푸드
초심으로만든 대패옷입은새우,8809601360061.0,365,육류,(주)초심푸드
유황먹인 컨츄리덕 오리훈제 슬라이스,8809180491422.0,40,햄,(주)덕스 농업회사법인
양념무뼈닭발,8809465330545.0,360,육류,(주)청우냉동식품
삼대가 편육,8809670320089.0,21,육류,(주)광주식품 농업회사법인
뼈없는닭갈비,8809593490012.0,15,육류,큰집식품
총각김치 톡톡,8801114145081.0,60,김치,피피이씨글로벌김치 주식회사
돼지왕구이,8809453940329.0,360,육류,대서푸드
약속부산어묵 오징어 도톰사각,8801066053878.0,13,어묵,(주)사조대림
숙성생소막창,8809218464725.0,365,육류,(주)숲풀림식품
흰여울 양념 돈구이,8809360450621.0,20,육류,흰여울푸드(주)
매콤한 직화구이 돼지껍데기,8809397230982.0,60,육류,(주)제이에프엔비
캠프&하우스 한입그릴비엔나,8801066055797.0,35,소시지,(주)사조대림
청정원 참나무로 훈연한 베이컨,8801052027609.0,25,베이컨,대상델리하임 주식회사
밥은먹고다니냐직화불곱창,8809563420551.0,360,육류,농업회사법인(주)대광
총각김치,8809574672673.0,60,김치,(주)아워홈
치킨가라게,8803103001446.0,360,육류,주식회사 상도푸드 농업회사법인
칼집LA갈비,8809725760082.0,360,육류,(주)엔타스프레쉬미트
오늘물순두부,8809380970413.0,15,두부,서한식품 주식회사
국산 연천콩 두부 부침용,8801114128756.0,20,두부,(주)우천식품
황진사 깍두기,8809496700133.0,180,김치,농업회사법인 비에스푸드 주식회사
진경 열무김치(고급형),8809462040249.0,60,김치,주식회사모산F/S
꾸운무뼈닭발매운맛,8809347060003.0,60,육류,제이에스푸드
생명물두부 국산콩 순두부,8809358460090.0,15,두부,신앙촌소비조합주식회사
훈제치킨,8809021754006.0,60,햄,(주)이푸드
오븐에 꾸운 서라벌돼지막창,8809337220493.0,360,육류,(주)서라벌푸드
대광목장 프리미엄 유기농 구워먹는치즈,8809520730198.0,60,치즈,대광목장
과일숙성초벌소막창,8809736380026.0,365,육류,농업회사법인 주식회사 대가
사각평(튀긴어묵),8809627220004.0,12,어묵,모모시루
한돈 양념 달콤구이,8809693830343.0,360,육류,푸드올 주식회사
옳은 유기농 우유,8801069401263.0,12,우유,남양유업(주) 나주공장
상건 허브 닭염지,8809248070828.0,15,육류,(주)대신푸드글로벌
서울우유18킬로,8801115116011.0,12,우유,서울우유협동조합 안산공장
오징어스틱(냉동),8803404002340.0,720,어묵,(주)효성어묵
상남자 프리미엄 스테이크,8809430220604.0,360,육류,(주)케이프라이드
심플리쿡 더 진한 어묵탕,8803404003293.0,12,어묵,(주)효성어묵
매운LA돼지갈비찜,8809788610027.0,360,육류,주식회사 프레쥬퀸
참나무로구운닭갈비,8809729170054.0,20,육류,(주)미르스타푸드
김구원선생 전통 순두부,8809632280024.0,15,두부,성호
부대찌개용 소시지,8809626340581.0,30,소시지,농업회사법인 주식회사 에스엠푸드
글로벌소불고기(냉동),8809625920142.0,360,육류,농업회사법인 글로벌푸드 주식회사
포기김치 톡톡,8801114143308.0,60,김치,피피이씨글로벌김치 주식회사
미트타임 삶은돈내장 냉동,8809605900157.0,360,육류,농업회사법인 좋은사람 주식회사
슈레드 모짜렐라 치즈,8801155748715.0,90,치즈,(주)동원에프앤비 강진공장
황진사 맛김치,8809496700317.0,180,김치,농업회사법인 비에스푸드 주식회사
한입 파김치,8801024956289.0,60,김치,대상(주)거창공장
롯데 에센뽀득프랑크,8801123307630.0,40,소시지,롯데제과(주)
소디프불고기맛소시지,8801633207154.0,40,소시지,(주)미래스타푸드
델리소스오리훈제,8809248070750.0,145,햄,(주)대신푸드글로벌
소생갈비,8809343351754.0,15,육류,(주)고향미트
볶음밥헬씨케밥,8809365661107.0,15,육류,(주)야미식스
돼지주물럭,8809269770776.0,15,육류,푸드스토아
새울콩맛두부,8809607600000.0,7,두부,새울길 영농조합법인
포기김치,8809776970010.0,180,김치,명가식품
화끈불닭에꼬치다,8809335380199.0,40,소시지,(주)허스델리
한우염통,8809748590079.0,360,육류,주식회사 제이오푸드
순한어묵,8803404001572.0,50,어묵,(주)효성어묵
산내음들바람 스트링치즈,8809341120154.0,30,치즈,산들치즈
골든치킨 윙,8804316000431.0,360,육류,(주)체리푸드
고추장삼겹살,8809587740048.0,60,육류,(주)이야기
토토미닭강정(순살),8809621590004.0,2,육류,농업회사법인 우리쌀푸드(주)
국민어묵탕,8801793000695.0,50,어묵,(주)환공식품
직화구이 무뼈 미녀닭발,8809521180329.0,360,육류,다솔푸드
막김치,8809776970034.0,120,김치,명가식품
오감만족수제소시지,8809420430358.0,15,소시지,㈜오에스푸드
양념돼지참맛구이,8809269770332.0,15,육류,푸드스토아
연남동식양념돼지불고기,8809252520388.0,13,육류,(주)청담원
돼지내장,8809379740874.0,30,육류,주식회사푸건식품
에브리원 쉐프 닭가슴살 소시지 고추맛,8809551480024.0,360,소시지,(주)진한에프에스 데이원지점
주부9단 오리 통다리살로 만든 오븐구이 슬라이스,8803712340998.0,45,햄,(주)정다운 훈제공장
모짜렐라 슈레드치즈,8809524630852.0,90,치즈,(주)이스트밸리
갈비맛목심스테이크,8809430221892.0,10,육류,(주)케이프라이드
브랏후랑크치즈,8801007439327.0,31,소시지,씨제이제일제당(주)
소특양,8809630760139.0,360,육류,(주)로이스푸드시스템
